Colliding Links,Joint Angles
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_1', 'j2s7s300_link_7'), ('j2s7s300_link_1', 'j2s7s300_link_finger_1'), ('j2s7s300_link_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_2', 'j2s7s300_end_effector'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_2', 'j2s7s300_link_5'), ('j2s7s300_link_2', 'j2s7s300_link_6'), ('j2s7s300_link_2', 'j2s7s300_link_7'), ('j2s7s300_link_2', 'j2s7s300_link_finger_1'), ('j2s7s300_link_2', 'j2s7s300_link_finger_2'), ('j2s7s300_link_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_2', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_base', 'j2s7s300_link_6'), ('j2s7s300_link_base', 'j2s7s300_link_7'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.8226926144572793, 4.798685286720421, -0.637715777665054, 0.7552809877447686, -0.29560707298773004, 4.792767188049585, -0.28628115602143234, 0.40381211713812815, 1.2352721690897221, 0.4407466362047854, 1.5213988699560612, 1.0659516835376943, 0.03054707675323831]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_6'), ('j2s7s300_link_4', 'j2s7s300_link_7'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.2223403090674554, 2.183807143351584, -0.7588437406259843, 4.339284380169965, -0.8117924997946817, 1.1974885983364976, -0.18276809132814276, 1.399073160153696, 1.7238109838301958, 0.3727921921291581, 0.1921799508953892, 0.59167662385709, 1.9678525385033994]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_base', 'j2s7s300_link_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.35339650687179736, 5.3865474212443285, -0.010034644339652177, 2.1579848051488395, -0.40223094836315976, 4.805216499319095, -0.21160331611248062, 0.040779372610115126, 0.427823792293452, 0.8864794779442352, 0.023709397282747346, 0.7996168840179657, 1.189741442753931]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.09919409091758546, 1.511795624699175, -0.1786139219985955, 3.5822262979827, -0.3455489068882306, 3.00089054000288, -0.8064706333383763, 0.7895147974647636, 1.1891048431570794, 0.34993247881142675, 0.8351357858622597, 0.055746928904586844, 0.6213568048593971]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.13869294865146153, 2.1936920155468016, -0.44430733359605235, 2.579247798588395, -0.053918665870737015, 1.4290723349699603, -0.03469698635012031, 0.6572941361506276, 0.12849467684192284, 1.3434855311861789, 1.1568881541199705, 1.045428569200483, 1.3363861217074644]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.782714101861817, 3.3937418032233184, -0.9833583692607661, 1.0678505916430596, -0.41301252120034415, 2.5576314351255336, -0.9663257006777223, 0.6233726867722899, 1.6466522732051272, 0.9842539438581501, 0.5299491486547032, 1.4832741659877164, 1.1503014647976844]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.16016177796307784, 4.397898404532148, -0.7969602382522555, 1.9193042101376805, -0.6014397399694612, 1.7684063604128935, -0.3720638441209687, 0.030559637554772274, 0.20208822282256134, 0.34241247258295404, 0.15064130022688715, 0.8534838334247065, 0.09421464165353721]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.9073736836847629, 2.7622651997172065, -0.8859367773742356, 1.9449710983269726, -0.5354047518701394, 2.5416385564318693, -0.6896537735048692, 0.8477586004391857, 0.9041625041790096, 1.1654469665152918, 1.0405465410382941, 0.04003250602160322, 0.539222529471824]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_base', 'j2s7s300_link_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.41479745809207047, 5.415738708531299, -0.4770842281324872, 3.686063152051195, -0.11326952174899108, 2.208421720584785, -0.4445199449178413, 0.20402892625168778, 0.9549122897973483, 1.4448532003964243, 1.5636994391249956, 1.0037486544087735, 0.606446528484553]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.49054397465082167, 1.3577512008233765, -0.7384481024849311, 2.6950278543275474, -0.04036976636577727, 3.388734429632372, -0.5353045215287972, 0.09616163076857161, 1.0590557662512887, 1.4406138032254527, 1.433187753731775, 0.41084828628090925, 0.04044442982424523]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.24255749424398454, 2.779891780267855, -0.2092028388585272, 5.423594583342142, -0.5605402170140606, 2.396554438463513, -0.2278914263987195, 1.1004434872747124, 1.824826891624036, 0.8494206066879461, 0.6069167753646247, 0.020284320347866987, 1.938267765718515]"
